baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
BGN	1386.02126823241	5.29584222136315	1.13413075189083	4.66951646671592	3.01909500206288e-06	0.000219100037292563
FAM69A	656.650960373006	-1.18135628750533	0.252943278422609	-4.67043953439854	3.00555944657575e-06	0.000219100037292563
EBI3	78.0204767961809	5.01396346382193	1.07616805030562	4.65908968622328	3.17610809143816e-06	0.000229402309542738
ITPRIP	1986.78312990858	-2.39623407220759	0.515926437085063	-4.64452662233417	3.4085709542369e-06	0.000245031232747973
PAPPA	5225.01408652875	-3.49507066043154	0.753167370150243	-4.64049665313347	3.47572805710204e-06	0.000248685894789836
ID4	276.582580291918	4.63330250406926	1.00117029742405	4.62788650041901	3.69416368046805e-06	0.000263079693880061
CMAS	2403.91727988615	-1.11982345678299	0.242697090304548	-4.61407862524344	3.94842945059111e-06	0.000278583633458373
PPP2R3C	989.554529019667	-1.46514031313794	0.317487209410939	-4.61480106822679	3.93472013846488e-06	0.000278583633458373
AGBL5	1630.71858622589	1.20525361852299	0.262076003561808	4.59887056480828	4.24787587889398e-06	0.000298330084766563
NCRNA00086	133.822265155382	3.69031092097755	0.8031639071289	4.59471707857172	4.33336806612205e-06	0.00030293820792523
FAM110C	94.2119857746232	7.64975401030417	1.66605452405746	4.59153881211173	4.39989796225258e-06	0.000306184680112919
GRAMD3	1991.71863408802	2.64434650301007	0.576934113965236	4.58344625322226	4.57374486060578e-06	0.000316835780343782
MME	1761.36940655438	-2.39285528502165	0.522958348846998	-4.57561350783928	4.74826434061804e-06	0.000327436871271579
TMEM158	2957.04754529838	-4.23885369947774	0.926665708433059	-4.57430728352451	4.77798166191285e-06	0.000328001984358342
POLR3G	727.717966981904	-2.32525013341944	0.508518778018841	-4.57259443294992	4.8172199987304e-06	0.000329212703052248
ISG15	4762.03097836604	-4.34306374873552	0.951696117303208	-4.56349844217325	5.03081833282774e-06	0.000342275318715602
CAMK2B	62.3925306993309	5.39704596680403	1.18637885091603	4.54917580723633	5.38564352368027e-06	0.000362666675427508
CCL3	32.4871638847805	-8.43652467048082	1.85418123931153	-4.55000001704978	5.36459112459936e-06	0.000362666675427508
CYGB	251.58979336272	4.05209168962813	0.891036620357901	4.54761521249321	5.42572191584461e-06	0.000362666675427508
HSPG2	19610.3287089217	2.09392098964675	0.460381842745541	4.54822670060011	5.40998408809169e-06	0.000362666675427508
EFR3B	577.163440796815	-5.71074131808843	1.25946031508055	-4.53427650693637	5.7801268007629e-06	0.000384668700627191
C4orf32	594.623953639384	-3.29626504913009	0.72810824196386	-4.52716348909797	5.9780690117779e-06	0.000396112051041284
CCDC86	1756.46829095935	-1.69019873939974	0.373897225180438	-4.52049019241602	6.1696603531664e-06	0.000407037332390718
